CHR	STRAND	TSS	GENE
1	+	178694281	RALGPS2
11	+	7870597	OR5E1P
1	-	178840215	ANGPTL1
1	+	178995073	FAM20B
11	-	790126	CEND1
1	+	179051111	TOR3A
1	+	17907047	ARHGEF10L
1	-	179112224	ABL2
11	-	79113153	MIR708
11	-	79133270	MIR5579
11	-	79151695	TENM4
1	-	179198819	ABL2
1	+	179262848	SOAT1
11	-	7927502	RP11-494M8.4
1	+	179334854	AXDND1
1	+	179335106	AXDND1
11	-	7950209	OR10A6
1	-	179545084	NPHS2
1	+	179560747	TDRD5
1	+	179560756	TDRD5
1	+	179560988	TDRD5
1	+	179575361	TDRD5
11	-	7961067	OR10A3
11	-	796263	SLC25A22
1	+	179712297	FAM163A
11	-	797995	SLC25A22
11	-	798269	SLC25A22
1	-	179846941	TOR1AIP2
11	-	7985059	NLRP10
1	+	179851176	TOR1AIP1
1	+	179923907	CEP350
11	+	8008866	EIF3F
1	+	180123967	QSOX1
1	+	180167143	FLJ23867
1	+	180199432	LHX4
1	-	180243816	RP5-1180C10.2
1	-	180407525	MIR3121
1	-	180472022	ACBD6
11	-	805250	PIDD
1	+	180601145	XPR1
11	+	8060179	TUB
1	+	18081807	ACTL8
1	+	180882312	KIAA1614
1	-	180992257	STX6
11	+	809935	RPLP2
1	+	181002560	MR1
11	+	8102908	TUB
1	+	181057637	IER5
11	+	811680	SNORA52
1	+	181205523	GM140
1	+	181452685	CACNA1E
11	-	81601878	MIR4300
11	+	818900	PNPLA2
11	-	8190590	RIC3
1	-	182030847	ZNF648
1	-	1822556	GNB1
1	-	182283196	GS1-122H1.2
1	-	182360539	GLUL
1	-	182361341	GLUL
1	-	182369751	TEDDM1
1	+	182376755	LINC00272
1	+	182419255	RGSL1
11	-	82444906	FAM181B
1	-	182558394	RNASEL
1	-	182573548	RGS16
1	+	182584274	LOC284648
11	-	82611557	PRCP
11	+	82612736	C11orf82
1	-	182642067	RGS8
11	-	82745611	RAB30
11	-	82752640	SNORA70E
1	+	182758583	NPL
11	-	82782504	RAB30
11	-	82782965	RAB30
11	+	82783107	RAB30-AS1
1	+	182808438	DHX9
11	+	828259	EFCAB4A
11	-	8285425	LMO1
11	+	82868136	PCF11
11	-	8290182	LMO1
11	+	82905290	ANKRD42
1	-	182922553	SHCBP1L
1	+	182992594	LAMC1
11	-	82997450	CCDC90B
1	+	183155173	LAMC2
1	-	183274009	NMNAT2
11	+	832951	CD151
1	-	183387634	NMNAT2
11	-	83393468	DLG2
1	-	183441117	SMG7-AS1
1	+	183441505	SMG7
1	-	183559739	NCF2
1	-	183560056	NCF2
1	-	183605076	ARPC5
1	+	183605207	RGL1
1	-	183622448	APOBEC4
11	-	83984323	DLG2
1	-	184006863	COLGALT2
1	+	184020810	TSEN15
11	-	84028382	DLG2
11	-	842529	POLR2L
11	+	842823	TSPAN4
11	+	842940	TSPAN4
1	+	18434239	IGSF21
1	+	184356149	C1orf21
11	+	844080	TSPAN4
11	+	844445	TSPAN4
1	+	1846265	CALML6
11	-	84634465	DLG2
1	-	184724041	EDEM3
1	-	184943718	FAM129A
1	+	185014550	RNF2
1	-	1850740	TMEM52
1	-	185126116	TRMT1L
1	+	185126191	SWT1
1	-	185126230	TRMT1L
1	+	185126290	SWT1
1	-	185286461	IVNS1ABP
1	-	185304171	GS1-279B7.1
11	-	85338314	DLG2
11	+	85339616	TMEM126B
11	+	85358962	TMEM126A
11	-	85376182	CREBZF
11	-	85397320	CCDC89
11	-	85430223	SYTL2
11	-	85430393	SYTL2
11	-	85469112	SYTL2
11	-	85522202	SYTL2
11	+	85566143	CCDC83
1	-	185597620	GS1-204I12.1
1	+	185703682	HMCN1
11	-	85780139	PICALM
11	-	85780923	PICALM
11	+	85955805	EED
11	+	85989374	MIR6755
11	+	86013252	C11orf73
11	+	86014397	C11orf73
11	+	86085777	CCDC81
11	-	8615555	STK33
11	-	8615836	STK33
1	+	186265404	PRG4
1	-	186281028	RNU6-72P
1	-	186344457	TPR
1	+	186344889	C1orf27
1	+	186369703	OCLM
11	-	86383240	ME3
11	-	86383427	ME3
11	-	86383678	ME3
1	-	186417856	PDC
1	-	186430240	PDC
1	-	186446655	MIR548F1
11	+	86511490	PRSS23
11	-	86568996	OR7E2P
1	-	186649559	PTGS2
11	-	86666440	FZD4
11	+	86666662	RP11-736K20.6
11	+	86748885	TMEM135
1	+	186798031	PLA2G4A
11	-	8680383	TRIM66
11	+	8703994	RPL27A
11	+	8705773	SNORA3
11	+	8706985	SNORA45
11	-	87908635	RAB38
11	-	88070941	CTSC
1	+	18807423	KLHDC7A
11	+	88237743	GRM5-AS1
11	-	8832224	ST5
11	-	8832882	ST5
11	-	88781240	GRM5
11	-	88796816	GRM5
11	+	88911039	TYR
11	-	89224653	NOX4
11	-	89322779	NOX4
11	-	8932498	ST5
11	+	8932700	AKIP1
11	+	8932738	AKIP1
11	+	89392464	FOLH1B
11	+	89443466	TRIM77
11	-	89541743	TRIM49
11	-	8954553	C11orf16
11	+	89570045	MIR5692A1
1	+	18957499	PAX7
11	+	89575164	TRIM53AP
11	-	89609185	TRIM64B
11	-	8964580	ASCL3
11	-	89650878	TRIM49D1
11	-	89653576	TRIM49D2P
11	+	89657231	TRIM49D2P
11	+	89659929	TRIM49D1
11	+	89701671	TRIM64
11	-	89735676	TRIM53AP
11	+	89764273	TRIM49C
11	+	89819117	UBTFL1
11	+	8986221	TMEM9B-AS1
11	-	8986320	TMEM9B
11	-	8986558	TMEM9B
11	+	89867817	NAALAD2
11	-	89956532	CHORDC1
11	+	89984399	DISC1FP1
11	-	9025596	NRIP3
11	-	90289025	MIR4490
1	-	190446759	BRINP3
1	+	190447389	RP11-547I7.2
1	+	190447680	RP11-547I7.2
1	+	190594019	RP11-463J7.2
11	-	910874	CHID1
11	-	9111926	MIR5691
11	-	9113150	SCUBE2
11	+	9115909	KRT8P41
11	-	915058	CHID1
1	-	19186155	TAS1R2
11	+	92085261	FAT3
1	-	19209769	MIR4695
1	+	192127591	RGS18
1	-	19217385	ALDH4A1
1	+	192286121	RGS21
1	-	19229293	ALDH4A1
1	+	192544856	RGS1
11	+	925808	AP2A2
1	+	192605267	RGS13
11	+	92702788	MTNR1B
1	+	192778168	RGS2
1	-	19282826	IFFO2
11	-	9286873	DENND5A
11	-	92930621	SLC36A4
11	-	92931141	SLC36A4
1	-	193028523	UCHL5
1	+	193028551	TROVE2
1	+	193029003	TROVE2
1	-	193029237	UCHL5
11	+	93063882	CCDC67
1	-	193074608	GLRX2
1	-	193075187	GLRX2
1	-	193075244	GLRX2
1	+	193091087	CDC73
1	+	193105632	MIR1278
1	-	193155743	B3GALT2
11	-	93276546	SMCO4
11	-	9336315	TMEM41B
11	+	93394815	KIAA1731
11	+	93454679	SCARNA9
11	-	93463812	SNORA25
11	-	93464265	SNORA32
11	-	93464739	SNORD6
11	-	93465299	SNORA1
11	-	93465665	SNORA8
11	-	93466466	SNORD5
11	-	93466763	SNORA18
11	-	93466930	MIR1304
11	-	93468402	SNORA40
11	-	93474703	TAF1D
11	+	93474759	C11orf54
11	+	93517404	MED17
1	-	1935276	KIAA1751
11	-	93583668	VSTM5
11	+	93754377	HEPHL1
11	+	93862093	PANX1
11	+	94038802	FOLR4
11	+	9406168	IPO7
11	-	94134585	GPR83
11	-	94227040	MRE11A
11	+	94227152	ANKRD49
11	+	94245694	C11orf97
11	+	94277016	FUT4
11	+	94300473	PIWIL4
11	+	94501507	AMOTL1
11	+	9450312	SNORA23
11	-	94706776	CWC15
11	+	94706844	KDM4D
11	+	94758421	KDM4E
11	+	94800040	SRSF8
11	-	9482245	LOC644656
11	+	94822973	ENDOD1
11	+	9482511	ZNF143
11	+	94883702	LOC101929295
11	+	94963349	LOC100129203
11	-	94964246	SESN3
11	-	94965705	SESN3
1	+	1950767	GABRD
1	-	19536746	UBR4
11	-	95522954	FAM76B
11	+	95523624	CEP57
11	-	95657371	MTMR2
1	-	19578053	EMC1
1	+	19578074	MRTO4
11	+	9595227	WEE1
11	+	9596233	WEE1
1	-	19600568	AKR7L
11	+	96074601	MIR1260B
11	-	96076344	MAML2
11	-	96123083	CCDC82
11	+	96123157	JRKL
1	-	19615280	AKR7A3
1	-	19622230	LOC100506730
11	-	96240041	JRKL-AS1
1	-	19638640	AKR7A2
1	+	19638739	PQLC2
1	-	196551611	MIR4735
1	-	196577561	KCNT2
1	+	196621007	CFH
1	+	196743929	CFHR3
1	+	196788860	CFHR1
11	+	9685627	SWAP70
1	+	196857143	CFHR4
1	+	196912933	CFHR2
1	+	196946666	CFHR5
1	-	197036397	F13B
1	-	197115824	ASPM
1	-	197169672	ZBTB41
1	+	197170591	CRB1
1	+	197237333	CRB1
11	-	97490895	MIR7976
1	-	197744623	DENND1B
11	+	9779839	SBF2-AS1
11	-	9781080	RP11-540A21.2
1	+	197871681	C1orf53
1	+	197881634	LHX9
1	+	197886516	LHX9
1	-	19811201	CAPZB
1	-	19812135	CAPZB
1	+	198126107	NEK7
1	+	1981908	PRKCZ
1	-	198510075	ATP6V1G3
1	+	198608097	PTPRC
1	-	198828111	MIR181B1
1	-	198828282	MIR181A1
11	+	98891705	CNTN5
1	-	198906558	MIR181A1HG
1	-	198988093	LINC01222
1	+	19923470	MINOS1
1	+	19923470	MINOS1-NBL1
1	+	19934300	RPS14P3
11	+	99426875	CNTN5
1	+	19969722	NBL1
1	+	19969902	NBL1
1	+	19970207	NBL1
1	+	19970666	NBL1
1	+	19971865	NBL1
1	+	19972259	NBL1
1	+	19974103	NBL1
1	+	19991779	HTR6
1	+	199996729	NR5A2
1	+	200011952	NR5A2
1	-	200342920	LINC00862
1	-	200379186	ZNF281
1	+	2005085	PRKCZ
1	+	2005424	PRKCZ
1	-	200589862	KIF14
1	+	200638634	RP11-92G12.3
1	-	200639126	DDX59
1	+	200708685	CAMSAP2
1	+	200842082	GPR25
1	+	200860626	C1orf106
1	+	200863948	C1orf106
1	-	200992828	KIF21B
1	-	201081694	CACNA1S
1	-	201084500	ASCL5
1	-	201123683	TMEM9
1	-	201140710	TMEM9
1	+	201159952	IGFN1
1	+	201252579	PKP1
1	-	20126410	TMCO4
1	-	201346828	TNNT2
1	-	201368669	LAD1
1	-	201390874	TNNI1
1	-	20141771	RNF186
1	-	201438299	PHLDA3
1	-	201465701	CSRP1
1	-	201475967	CSRP1
1	-	201476387	CSRP1
1	+	201489031	RPS10P7
1	+	201617449	NAV1
1	+	201688635	MIR5191
1	+	201708962	NAV1
1	-	201767778	RNU6-79P
1	+	201777738	MIR1231
1	+	201798287	IPO9
1	-	201798687	IPO9-AS1
1	+	201832500	MIR6739
1	+	201857796	SHISA4
1	+	201857804	SHISA4
1	-	201915716	LMOD1
1	+	201924618	TIMM17A
1	+	201951765	RNPEP
1	+	201972251	MIR6740
1	+	201979689	ELF3
1	+	20208887	OTUD3
1	+	202092028	GPR37L1
1	-	202113871	ARL8A
1	-	202129119	PTPN7
1	-	202130716	PTPN7
1	+	202137178	PTPRVP
1	+	202163117	LGR6
1	+	202172904	LGR6
1	+	202183282	LGR6
1	-	202311094	UBE2T
1	+	202317829	PPP1R12B
1	+	202431870	PPP1R12B
1	-	20250110	PLA2G2E
1	+	202509241	PPP1R12B
1	-	202612581	SYT2
1	-	202679551	SYT2
1	-	202777549	KDM5B
1	+	202780073	PCAT6
1	+	202789384	LOC641515
1	+	202830881	RP11-480I12.7
1	-	202858385	RABIF
1	-	202896371	KLHL12
1	-	202927112	ADIPOR1
1	-	202927524	ADIPOR1
1	-	202927700	ADIPOR1
1	-	202936404	CYB5R1
1	-	202976393	LOC100506747
1	+	202976533	TMEM183A
1	+	202976535	TMEM183B
1	+	203020310	PPFIA4
1	-	203055166	MYOG
1	-	20306152	PLA2G2A
1	-	20306932	PLA2G2A
1	+	203096835	ADORA1
1	-	203144942	MYBPH
1	-	203155922	CHI3L1
1	-	203198860	CHIT1
1	-	203274453	LINC01136
1	+	203274663	BTG2
1	-	203320557	FMOD
1	+	203444882	PRELP
1	+	203463270	OPTC
1	+	203595914	ATP2B4
1	+	2036154	PRKCZ
1	+	203698708	SNORA77
1	+	203699704	LINC00260
1	+	203734283	LAX1
1	+	203738765	LAX1
1	+	203764750	ZC3H11A
1	+	203766650	ZBED6
1	+	203830739	SNRPE
1	+	20396700	PLA2G5
1	-	204010392	LINC00303
1	+	204042245	SOX13
1	-	204121307	ETNK2
1	-	204135465	REN
1	-	204165619	KISS1
1	-	204183220	GOLT1A
1	-	204329057	PLEKHA6
1	-	204338847	LINC00628
1	-	204380944	PPP1R15B
1	-	204459474	PIK3C2B
1	-	20446059	PLA2G2D
1	+	204485506	MDM4
1	-	204654481	LRRN2
1	-	204654597	LRRN2
1	+	20465822	PLA2G2F
1	+	204797781	NFASC
1	+	204913353	NFASC
1	+	205012339	CNTN2
1	-	20501687	PLA2G2C
1	-	205053588	TMEM81
1	-	205091150	RBBP5
1	+	20512577	UBXN10
1	-	20512979	UBXN10-AS1
1	-	205180727	DSTYK
1	+	205197037	TMCC2
1	+	205198058	TMCC2
1	-	205290883	NUAK2
1	-	205326128	KLHDC8A
1	-	205326218	KLHDC8A
1	+	205342379	LEMD1-AS1
1	-	205391214	LEMD1
1	-	205417526	MIR135B
1	-	205425214	BLACAT1
1	+	205473683	CDK18
1	-	205525763	LOC284578
1	+	205538111	MFSD4
1	-	205602000	ELK4
1	-	205649630	SLC45A3
1	-	205719372	NUCKS1
1	-	205744610	RAB7L1
1	-	205782161	SLC41A1
1	-	205819276	PM20D1
1	+	205831206	LOC284581
1	-	205912588	SLC26A9
1	+	206138439	FAM72C
1	+	206138910	FAM72A
1	+	20617411	VWA5B1
1	+	206224282	AVPR1B
1	-	206288236	C1orf186
1	+	206317458	CTSE
1	+	206516199	SRGAP2
1	+	206516199	SRGAP2B
1	+	206516199	SRGAP2C
1	+	206557366	SRGAP2D
1	+	206643585	IKBKE
1	+	206648145	MIR6769B
1	+	206680878	RASSF5
1	+	206730491	RASSF5
1	-	206785904	EIF2D
1	+	206808880	DYRK3
1	+	206858364	MAPKAPK2
1	-	206945839	IL10
1	+	206972214	IL19
1	+	207002221	IL19
1	+	207039153	IL20
1	+	207070787	IL24
1	-	207095235	FAIM3
1	-	207095378	FAIM3
1	-	207119811	PIGR
1	-	207143970	FCAMR
1	-	207206101	C1orf116
1	-	207224422	YOD1
1	-	207226325	YOD1
1	+	207226619	PFKFB2
1	+	207262211	C4BPB
1	+	207262583	C4BPB
1	+	207262627	C4BPB
1	+	207277606	C4BPA
1	+	207494816	CD55
1	-	20755287	LINC01141
1	+	207627644	CR2
1	+	207669472	CR1
1	+	207818457	CR1L
1	+	207925382	CD46
1	-	207975284	MIR29C
1	-	207975868	MIR29B2
1	+	207991723	LOC148696
1	-	208084683	CD34
1	-	20812728	CAMK2N1
1	-	20834674	MUL1
1	-	208417665	PLXNA2
1	+	20878931	FAM43B
1	+	20915443	CDA
1	+	20959947	PINK1
1	+	20960171	MIR6084
1	+	209602167	MIR205HG
1	+	209605477	MIR205
1	+	209757044	CAMK1G
1	-	20978686	PINK1-AS
1	-	209796855	MIR4260
1	-	209824679	LAMB3
1	-	209825674	LAMB3
1	-	209825820	LAMB3
1	+	209848669	G0S2
1	+	209859524	HSD11B1
1	+	209878135	HSD11B1
1	-	20988037	DDOST
1	+	209929376	TRAF3IP3
1	+	209941832	TRAF3IP3
1	-	209957890	C1orf74
1	-	209979520	IRF6
1	+	210001311	DIEXF
12	+	100041527	FAM71C
12	-	10022458	CLEC2B
12	+	10034087	KLRF2
12	-	100378432	ANKS1B
12	-	100536642	UHRF1BP1L
12	-	100567121	GOLGA2P5
12	+	100583661	MIR1827
12	+	100593864	ACTR6
12	+	100594554	ACTR6
12	-	100660857	DEPDC4
12	+	100661548	SCYL2
12	+	100750856	SLC17A8
12	-	10084980	CLEC2A
12	+	100867550	NR1H4
12	+	100897137	NR1H4
12	-	10096094	AC091814.2
12	+	100967488	GAS2L3
12	+	10103914	CLEC12A
1	+	210111518	SYT14
12	+	101188373	ANO4
12	+	10124007	CLEC12A
12	+	101295423	ANO4
12	-	10151899	CLEC1B
12	-	101604016	SLC5A8
12	+	10163230	CLEC12B
12	+	101673904	UTP20
12	-	101801572	ARL1
12	+	10183275	CLEC9A
12	+	101871334	SPIC
12	+	101988708	MYBPC1
12	+	102091416	CHPT1
12	-	102133250	SYCP3
12	-	102224645	GNPTAB
12	+	102271104	DRAM1
12	-	102455899	CCDC53
12	-	102512361	NUP37
12	+	102513955	PARPBP
12	-	10251605	CLEC1A
12	-	102591614	PMCH
12	-	10282868	CLEC7A
12	-	102872429	IGF1
12	-	102874378	IGF1
12	-	103218177	LINC00485
12	+	10323197	TMEM52B
12	-	10324790	OLR1
12	-	103311381	PAH
12	+	10331556	TMEM52B
12	+	103351451	ASCL1
12	+	10365488	GABARAPL1
12	-	103889788	C12orf42
12	+	103941571	RP11-626I20.3
12	+	103981068	STAB2
1	+	210406194	SERTAD4
1	-	210407466	SERTAD4-AS1
12	-	104234975	NT5DC3
12	-	104323989	GNN
12	+	104324111	HSP90B1
12	+	104324202	MIR3652
12	-	104350993	C12orf73
12	+	104359592	TDG
12	-	104443915	GLT8D2
1	-	21044510	KIF17
12	+	104458235	HCFC2
12	-	104532040	NFYB
12	+	10457049	KLRD1
12	+	10460416	KLRD1
12	+	104609556	TXNRD1
12	+	104680459	TXNRD1
12	+	104697509	EID3
12	+	104850691	CHST11
12	+	104985410	MIR3922
1	+	210501595	HHAT
1	+	210502249	HHAT
1	+	210502639	HHAT
12	-	105322472	SLC41A2
12	+	105380097	C12orf45
12	-	10542653	KLRK1
12	-	105478341	ALDH1L2
12	+	105501491	KIAA1033
12	-	10562356	KLRC4
12	-	105627183	APPL2
12	-	10562745	KLRC4-KLRK1
12	-	105630008	APPL2
12	+	105724413	C12orf75
12	-	10573194	KLRC3
12	-	10588592	KLRC2
12	-	1058863	RAD52
1	-	21059133	SH2D5
12	-	10605979	KLRC1
12	-	10607215	KLRC1
12	+	106097980	CASC18
12	+	106100551	CASC18
12	-	106533811	NUAK1
12	-	106641713	CKAP4
12	+	106696568	TCP11L2
12	+	106751435	POLR3B
12	+	106751859	POLR3B
12	+	106976684	RFX4
12	+	106994914	RFX4
12	+	107078476	RFX4
12	-	107078478	RP11-482D24.2
12	+	107168398	RIC8B
12	-	107168609	LOC100287944
12	+	107349543	TMEM263
12	-	107380944	MTERFD3
12	-	107487635	CRY1
12	-	10752434	KLRAP1
12	-	10766208	MAGOHB
12	+	107712196	BTBD11
12	+	107974633	BTBD11
12	+	108079589	PWP1
12	-	108154914	PRDM4
12	+	108168161	ASCL4
12	-	10826891	STYK1
12	-	108297548	LOC728739
12	+	108523510	WSCD2
12	-	108714439	CMKLR1
12	-	108733094	CMKLR1
12	-	10875953	YBX3
12	+	108909050	FICD
12	-	108955165	SART3
12	+	108956293	ISCU
12	-	108991894	TMEM119
12	-	109025854	SELPLG
12	-	109027670	SELPLG
12	-	109096774	CORO1C
12	-	109124619	CORO1C
12	-	109125326	CORO1C
12	-	109221327	SSH1
12	-	109251359	SSH1
12	+	109273856	DAO
12	-	109459045	SVOP
12	+	109490379	USP30
12	-	109491770	USP30-AS1
12	-	109531293	ALKBH2
12	+	109535398	UNG
12	+	109535922	UNG
12	-	10955226	TAS2R7
12	+	109577201	ACACB
12	-	10959579	TAS2R8
12	-	10962767	TAS2R9
12	-	109747025	FOXN4
12	-	10978868	TAS2R10
12	+	109826523	MYO1H
12	-	109915155	KCTD10
12	+	109915427	UBE3B
12	-	110011358	MMAB
12	+	110011499	MVK
12	-	11002075	PRR4
12	+	1100403	ERC1
12	+	110152186	FAM222A
12	-	110211292	FAM222A-AS1
12	-	110252601	TRPV4
12	-	110252632	TRPV4
12	+	110271152	MIR4497
12	-	110271212	TRPV4
12	-	110318293	GLTP
12	+	110338078	TCHP
12	+	110338322	TCHP
12	-	11036874	PRH1
12	-	110434194	GIT2
12	+	110437234	ANKRD13A
12	-	110505500	C12orf76
12	+	110562139	IFT81
12	-	11062161	TAS2R13
12	+	110719031	ATP2A2
12	+	11081833	PRH2
12	+	11081834	PRH2
12	-	110841535	ANAPC7
12	-	110888216	ARPC3
12	-	110906089	GPN3
12	+	110906231	FAM216A
12	-	110906526	GPN3
12	-	11091806	TAS2R14
12	-	110939945	VPS29
12	+	110940004	RAD9B
12	+	110940147	RAD9B
12	-	111021064	PPTC7
12	+	111051831	TCTN1
12	+	111051911	TCTN1
12	-	111126962	HVCN1
12	-	111127617	HVCN1
12	-	111180783	PPP1CC
12	+	111284763	CCDC63
1	-	21113181	HP1BP3
12	-	111358404	MYL2
12	+	111374405	LOC100131138
12	-	11139511	TAS2R50
12	+	111471827	CUX2
12	-	11150474	TAS2R20
12	+	111741945	MIR6760
12	-	11175170	TAS2R19
12	-	111806925	FAM109A
12	-	11184006	TAS2R31
12	+	111843751	SH2B3
12	-	112037480	ATXN2
12	-	112123790	BRAP
12	+	112123856	ACAD10
12	-	11214893	TAS2R46
12	+	112204690	ALDH2
12	+	112237637	MIR6761
12	+	112280031	MAPKAPK5
12	-	112280706	MAPKAPK5-AS1
12	+	112336866	ADAM1A
12	-	11244912	TAS2R43
12	-	112451023	TMEM116
12	+	112451151	ERP29
12	-	112546635	NAA25
12	+	112563348	TRAFD1
12	-	112601125	MIR6861
12	-	112819896	HECTD4
12	-	112847443	RPL6
12	+	112856535	PTPN11
12	-	11286843	TAS2R30
1	-	211307457	KCNH1
12	+	113229548	RPH3A
12	+	11323779	LOC100129361
12	-	11324222	PRH1
12	-	11324224	PRH1-PRR4
12	+	113344738	OAS1
12	+	113376248	OAS3
12	-	11339543	TAS2R42
12	+	113416273	OAS2
12	+	113495661	DTX1
12	-	113573559	RASAL1
12	-	113574044	RASAL1
12	+	113587662	CCDC42B
12	-	113596982	MIR7106
12	-	113623284	DDX54
12	+	113623330	RITA1
12	-	113658899	IQCD
12	+	113659259	TPCN1
12	+	113729327	MIR6762
12	-	113772925	SLC8B1
12	+	113796370	PLBD2
12	-	113841692	SDS
12	+	113860215	SDSL
12	-	113909877	LHX5
12	-	114211488	LINC01234
12	-	11422641	PRB3
1	+	211432707	RCOR3
1	+	211433288	RCOR3
12	-	114404176	RBM19
12	-	11463369	PRB4
12	-	114843968	TBX5
12	+	114845999	TBX5-AS1
12	-	114846247	TBX5
1	+	211499956	TRAF5
1	+	211500147	TRAF5
12	-	11508524	PRB1
12	-	115121969	TBX3
1	+	211519705	TRAF5
12	-	11548498	PRB2
1	+	211556096	LINC00467
12	-	116586459	MIR620
1	-	211666259	RD3
12	-	116714991	MED13L
12	-	116866123	MIR4472-2
12	+	116971226	LINC00173
12	+	116971239	LINC00173
12	+	116997185	MAP1LC3B2
12	+	11700963	LINC01252
12	-	117175843	C12orf49
12	+	117176095	RNFT2
12	-	117319232	HRK
12	+	117348760	FBXW8
12	-	117425142	RP11-231I16.1
1	-	211752099	SLC30A1
12	-	117537251	TESC
12	-	117628300	FBXO21
12	-	117742857	NOS1
12	-	117747215	NOS1
12	-	117799607	NOS1
12	+	11802787	ETV6
12	-	118406028	KSR2
12	+	118454505	RFC5
1	-	211848972	NEK2
12	-	118499016	WSB2
12	-	118499979	WSB2
12	-	118541810	VSIG10
12	+	118573869	PEBP1
12	-	118810750	TAOK3
12	+	118814357	SUDS3
12	+	119419299	SRRM4
12	+	119616594	HSPB8
12	-	119741185	LINC00934
12	+	119772516	CCDC60
12	+	120031263	TMEM233
1	-	212004114	LPGAT1
12	+	120105760	PRKAB1
12	-	120151529	MIR1178
12	-	120315095	CIT
12	+	120427647	CCDC64
12	-	120554643	RAB35
12	-	120593303	MIR4498
12	-	120632513	GCN1L1
12	-	120639014	RPLP0
12	+	120639093	PXN-AS1
12	-	120687964	PXN
12	-	120703574	PXN
12	+	120740123	SIRT4
12	-	120765592	PLA2G1B
12	-	12079107	RNU6-19P
12	-	120806983	MSI1
12	+	120875892	COX6A1
12	-	120884215	TRIAP1
12	+	120884240	GATC
12	-	120907558	SRSF9
12	+	120907659	DYNLL1
12	-	120933749	DYNLL1-AS1
12	+	120933858	DYNLL1
12	-	120966964	COQ5
12	+	120972131	RNF10
12	-	121019197	POP5
12	-	121019201	POP5
12	+	121078421	CABP1
12	+	121088309	CABP1
12	+	121124948	MLEC
12	+	121148237	UNC119B
12	+	121160995	MIR4700
12	+	121163570	ACADS
12	-	121342155	SPPL3
12	-	121410095	HNF1A-AS1
12	+	121416548	HNF1A
12	-	121454305	C12orf43
12	-	121477045	OASL
12	+	121570621	P2RX7
12	+	121570630	P2RX7
12	+	121647663	P2RX4
12	-	121712388	CAMKK2
12	-	121734556	CAMKK2
12	-	121736111	CAMKK2
12	-	121790265	ANAPC5
12	-	121792012	ANAPC5
12	+	121837885	RNF34
12	+	121837920	RNF34
12	-	121882155	MIR7107
12	-	122018364	KDM2B
12	-	122018920	KDM2B
12	+	122064454	ORAI1
1	+	212208894	DTL
1	-	212209002	INTS7
12	-	122107560	MORN3
12	+	122150657	TMEM120B
12	-	122231594	RHOF
12	+	12223877	BCL2L14
12	-	122241390	LINC01089
12	+	122242637	SETD1B
12	+	12224401	BCL2L14
12	-	122296769	HPD
12	-	122326517	HPD
12	+	122326636	PSMD9
12	+	122356462	WDR66
12	+	122459860	BCL7A
1	+	212250954	MIR3122
12	+	122516633	MLXIP
12	+	12264885	MIR1244-1
12	+	12264885	MIR1244-2
12	+	12264885	MIR1244-3
12	+	122652265	LRRC43
12	-	122658746	IL31
12	+	122667666	LRRC43
12	+	122688227	B3GNT4
12	-	122710397	DIABLO
12	+	122710988	LOC101593348
12	-	122711115	DIABLO
12	-	122712081	DIABLO
12	-	122751068	VPS33A
12	+	122880088	CLIP1-AS1
12	-	122907116	CLIP1
12	-	122985620	ZCCHC8
12	-	123011560	RSRC2
12	+	123011808	KNTC1
12	-	123187904	HCAR2
12	-	123201439	HCAR3
12	-	123215129	HCAR1
12	+	123237370	DENR
12	+	123259055	CCDC62
12	+	123320038	HIP1R
12	-	123380712	VPS37B
12	-	123451056	ABCB9
12	+	123459353	OGFOD2
12	+	123464606	ARL6IP4
12	-	123495275	MIR4304
12	+	123565930	RP11-197N18.7
12	-	123594975	PITPNM2
12	-	123717785	MPHOSPH9
12	+	123717843	C12orf65
12	+	123718027	C12orf65
12	+	123718290	C12orf65
12	-	123752801	CDK2AP1
12	-	123754781	CDK2AP1
12	-	123755649	CDK2AP1
12	-	123756687	CDK2AP1
12	-	123756863	CDK2AP1
12	-	123834988	SBNO1
12	-	123849390	MIR8072
12	+	123868703	SETD8
12	-	123921264	RILPL2
12	+	123942650	SNRNP35
12	+	123944250	SNRNP35
12	-	124018265	RILPL1
12	+	124020955	MIR3908
12	-	124068874	RP11-486O12.2
12	+	124069075	TMED2
12	+	124086671	DDX55
12	+	124118285	GTF2H3
12	-	124118323	EIF2B1
12	+	124155659	TCTN2
12	+	124196864	ATP6V0A2
12	-	12419811	LRP6
12	+	124247041	DNAH10
12	-	124457163	CCDC92
12	+	124457761	ZNF664
12	+	124457761	ZNF664-FAM101A
1	+	212458878	PPP2R5A
1	+	212475147	PPP2R5A
12	+	124773709	FAM101A
12	-	124821788	MIR6880
12	-	12503169	MANSC1
12	-	125052010	NCOR2
12	-	12510001	LOH12CR2
12	+	12510019	LOH12CR1
1	+	212526159	SNORA16B
12	-	125348519	SCARB1
12	-	125399587	UBC
12	+	125400092	MIR5188
12	-	125473667	DHX37
12	+	125478193	BRI3BP
12	-	125511969	THRIL
12	+	125549924	AACS
12	+	125811161	TMEM132B
1	-	212588243	TMEM206
1	-	212588267	TMEM206
1	+	212606228	NENF
12	+	126106997	TMEM132B
1	-	2126214	C1orf86
12	-	126467920	LINC00939
12	+	126580537	RP3-446N13.1
